well_name,depth_m,lith_code
Well-1,539,4
Well-1,540,5
Well-1,541,6
Well-1,542,9
Well-1,543,10
Well-1,544,8
Well-1,545,7
Well-1,546,1
Well-1,547,4
Well-1,548,3
Well-1,549,5
Well-1,550,6
Well-1,551,5
Well-1,552,2
Well-1,553,7
Well-1,554,2
Well-1,555,10
Well-1,556,9
Well-1,557,4
Well-1,558,5
Well-1,559,5
Well-1,560,4
Well-1,561,5
Well-1,562,9
Well-1,563,1
Well-1,564,2
Well-1,565,3
Well-1,566,1
Well-1,567,6
Well-1,568,4
Well-1,569,3
Well-1,570,5
Well-1,571,4
Well-1,572,1
Well-1,573,5
Well-1,574,8
Well-1,575,1
Well-1,576,10
Well-1,577,5
Well-1,578,3
Well-1,579,8
Well-1,580,7
Well-1,581,7
Well-1,582,6
Well-1,583,10
Well-1,584,3
Well-1,585,8
Well-1,586,1
Well-1,587,1
Well-1,588,9
Well-1,589,4
Well-1,590,1
Well-1,591,7
Well-1,592,9
Well-1,593,8
Well-1,594,8
Well-1,595,7
Well-1,596,7
Well-1,597,3
Well-1,598,3
Well-1,599,7
Well-1,600,1
Well-1,601,4
Well-1,602,6
Well-1,603,6
Well-1,604,7
Well-1,605,8
Well-1,606,5
Well-1,607,2
Well-1,608,9
Well-1,609,2
Well-1,610,7
Well-1,611,9
Well-1,612,7
Well-1,613,10
Well-1,614,8
Well-1,615,10
Well-1,616,10
Well-1,617,10
Well-1,618,7
Well-1,619,5
Well-1,620,9
Well-1,621,3
Well-1,622,6
Well-1,623,3
Well-1,624,9
Well-1,625,6
Well-1,626,9
Well-1,627,1
Well-1,628,2
Well-1,629,8
Well-1,630,4
Well-1,631,2
Well-1,632,5
Well-1,633,10
Well-1,634,6
Well-1,635,4
Well-1,636,3
Well-1,637,8
Well-1,638,5
Well-1,639,5
Well-1,640,2
Well-1,641,5
Well-1,642,10
Well-1,643,3
Well-1,644,7
Well-1,645,3
Well-1,646,8
Well-1,647,5
Well-1,648,7
Well-1,649,3
Well-1,650,7
Well-1,651,7
Well-1,652,4
Well-1,653,3
Well-1,654,1
Well-1,655,1
Well-1,656,5
Well-1,657,3
Well-1,658,7
Well-1,659,6
Well-1,660,1
Well-1,661,9
Well-1,662,4
Well-1,663,3
Well-1,664,5
Well-1,665,1
Well-1,666,9
Well-1,667,6
Well-1,668,5
Well-1,669,8
Well-1,670,1
Well-1,671,7
Well-1,672,8
Well-1,673,1
Well-1,674,2
Well-1,675,3
Well-1,676,10
Well-1,677,7
Well-1,678,4
Well-1,679,7
Well-1,680,5
Well-1,681,6
Well-1,682,10
Well-1,683,9
Well-1,684,10
Well-1,685,2
Well-1,686,3
Well-1,687,3
Well-1,688,9
Well-1,689,2
Well-1,690,1
Well-1,691,5
Well-1,692,9
Well-1,693,2
Well-1,694,10
Well-1,695,9
Well-1,696,1
Well-1,697,7
Well-1,698,5
Well-1,699,5
Well-1,700,4
Well-1,701,1
Well-1,702,6
Well-1,703,8
Well-1,704,2
Well-1,705,8
Well-1,706,9
Well-1,707,1
Well-1,708,1
Well-1,709,5
Well-1,710,10
Well-1,711,4
Well-1,712,7
Well-1,713,6
Well-1,714,2
Well-1,715,1
Well-1,716,8
Well-1,717,6
Well-1,718,4
Well-1,719,7
Well-1,720,2
Well-1,721,3
Well-1,722,9
Well-1,723,1
Well-1,724,7
Well-1,725,5
Well-1,726,5
Well-1,727,7
Well-1,728,10
Well-1,729,4
Well-1,730,10
Well-1,731,4
Well-1,732,3
Well-1,733,6
Well-1,734,6
Well-1,735,4
Well-1,736,8
Well-1,737,7
Well-1,738,6
Well-1,739,2
Well-1,740,5
Well-1,741,2
Well-1,742,3
Well-1,743,9
Well-1,744,8
Well-1,745,5
Well-1,746,2
Well-1,747,6
Well-1,748,4
Well-1,749,6
Well-1,750,1
Well-1,751,9
Well-1,752,3
Well-1,753,8
Well-1,754,5
Well-1,755,5
Well-1,756,2
Well-1,757,10
Well-1,758,5
Well-1,759,7
Well-1,760,8
Well-1,761,9
Well-1,762,4
Well-1,763,7
Well-1,764,8
Well-1,765,8
Well-1,766,5
Well-1,767,4
Well-1,768,5
Well-1,769,6
Well-1,770,8
Well-1,771,3
Well-1,772,4
Well-1,773,1
Well-1,774,4
Well-1,775,9
Well-1,776,1
Well-1,777,1
Well-1,778,10
Well-1,779,10
Well-1,780,2
Well-1,781,7
Well-1,782,1
Well-1,783,5
Well-1,784,7
Well-1,785,1
Well-1,786,9
Well-1,787,5
Well-1,788,2
Well-1,789,9
Well-1,790,3
Well-1,791,4
Well-1,792,4
Well-1,793,7
Well-1,794,4
Well-1,795,9
Well-1,796,7
Well-1,797,8
Well-1,798,9
Well-1,799,10
Well-1,800,2
Well-1,801,4
Well-1,802,10
Well-1,803,8
Well-1,804,3
Well-1,805,3
Well-1,806,8
Well-1,807,6
Well-1,808,6
Well-1,809,6
Well-1,810,4
Well-1,811,6
Well-1,812,8
Well-1,813,7
Well-1,814,5
Well-1,815,1
Well-1,816,9
Well-1,817,4
Well-1,818,8
Well-1,819,3
Well-1,820,6
Well-1,821,1
Well-1,822,8
Well-1,823,3
Well-1,824,7
Well-1,825,8
Well-1,826,2
Well-1,827,3
Well-1,828,5
Well-1,829,9
Well-1,830,9
Well-1,831,4
Well-1,832,4
Well-1,833,8
Well-1,834,8
Well-1,835,4
Well-1,836,2
Well-1,837,10
Well-1,838,2
Well-1,839,10
Well-1,840,2
Well-1,841,1
Well-1,842,8
Well-1,843,7
Well-1,844,10
Well-1,845,4
Well-1,846,7
Well-1,847,3
Well-1,848,6
Well-1,849,1
Well-1,850,3
Well-1,851,1
Well-1,852,10
Well-1,853,9
Well-1,854,4
Well-1,855,1
Well-1,856,5
Well-1,857,5
Well-1,858,2
Well-1,859,7
Well-1,860,8
Well-1,861,10
Well-1,862,1
Well-1,863,5
Well-1,864,10
Well-1,865,8
Well-1,866,7
Well-1,867,6
Well-1,868,3
Well-1,869,1
Well-1,870,8
Well-1,871,1
Well-1,872,8
Well-1,873,7
Well-1,874,3
Well-1,875,5
Well-1,876,6
Well-1,877,2
Well-1,878,5
Well-1,879,2
Well-1,880,3
Well-1,881,4
Well-1,882,6
Well-1,883,8
Well-1,884,4
Well-1,885,9
Well-1,886,5
Well-1,887,4
Well-1,888,9
Well-1,889,2
Well-1,890,10
Well-1,891,2
Well-1,892,8
Well-1,893,4
Well-1,894,7
Well-1,895,7
Well-1,896,5
Well-1,897,9
Well-1,898,3
Well-1,899,9
Well-1,900,4
Well-1,901,5
Well-1,902,1
Well-1,903,2
Well-1,904,3
Well-1,905,6
Well-1,906,2
Well-1,907,7
Well-1,908,2
Well-1,909,8
Well-1,910,9
Well-1,911,4
Well-1,912,4
Well-1,913,1
Well-1,914,7
Well-1,915,7
Well-1,916,4
Well-1,917,6
Well-1,918,5
Well-1,919,3
Well-1,920,9
Well-1,921,3
Well-1,922,5
Well-1,923,7
Well-1,924,5
Well-1,925,10
Well-1,926,7
Well-1,927,6
Well-1,928,6
Well-1,929,3
Well-1,930,9
Well-1,931,7
Well-1,932,6
Well-1,933,4
Well-1,934,1
Well-1,935,10
Well-1,936,2
Well-1,937,8
Well-1,938,10
Well-1,939,5
Well-1,940,5
Well-1,941,2
Well-1,942,1
Well-1,943,9
Well-1,944,7
Well-1,945,3
Well-1,946,2
Well-1,947,7
Well-1,948,3
Well-1,949,1
Well-1,950,5
Well-1,951,2
Well-1,952,2
Well-1,953,10
Well-1,954,7
Well-1,955,10
Well-1,956,1
Well-1,957,1
Well-1,958,10
Well-1,959,6
Well-1,960,10
Well-1,961,7
Well-1,962,7
Well-1,963,2
Well-1,964,4
Well-1,965,2
Well-1,966,5
Well-1,967,2
Well-1,968,1
Well-1,969,3
Well-1,970,8
Well-1,971,3
Well-1,972,2
Well-1,973,5
Well-1,974,2
Well-1,975,10
Well-1,976,1
Well-1,977,1
Well-1,978,4
Well-1,979,8
Well-1,980,2
Well-1,981,9
Well-1,982,3
Well-1,983,1
Well-1,984,2
Well-1,985,1
Well-1,986,3
Well-1,987,2
Well-1,988,1
Well-1,989,1
Well-1,990,5
Well-1,991,8
Well-1,992,7
Well-1,993,8
Well-1,994,8
Well-1,995,2
Well-1,996,3
Well-1,997,9
Well-1,998,2
Well-1,999,8
Well-1,1000,7
Well-1,1001,2
Well-1,1002,6
Well-1,1003,2
Well-1,1004,9
Well-1,1005,9
Well-1,1006,8
Well-1,1007,6
Well-1,1008,2
Well-1,1009,2
Well-1,1010,7
Well-1,1011,7
Well-1,1012,8
Well-1,1013,6
Well-1,1014,3
Well-1,1015,7
Well-1,1016,4
Well-1,1017,8
Well-1,1018,1
Well-1,1019,10
Well-1,1020,1
Well-1,1021,7
Well-1,1022,5
Well-1,1023,6
Well-1,1024,8
Well-1,1025,4
Well-1,1026,2
Well-1,1027,4
Well-1,1028,1
Well-1,1029,9
Well-1,1030,10
Well-1,1031,3
Well-1,1032,3
Well-1,1033,7
Well-1,1034,1
Well-1,1035,8
Well-1,1036,9
Well-1,1037,5
Well-1,1038,2
Well-1,1039,2
Well-1,1040,8
Well-1,1041,4
Well-1,1042,8
Well-1,1043,6
Well-1,1044,8
Well-1,1045,6
Well-1,1046,2
Well-1,1047,5
Well-1,1048,6
Well-1,1049,4
Well-1,1050,8
Well-1,1051,7
Well-1,1052,6
Well-1,1053,9
Well-1,1054,8
Well-1,1055,3
Well-1,1056,9
Well-1,1057,3
Well-1,1058,7
Well-1,1059,2
Well-1,1060,8
Well-1,1061,2
Well-1,1062,10
Well-1,1063,1
Well-1,1064,8
Well-1,1065,7
Well-1,1066,3
Well-1,1067,6
Well-1,1068,10
Well-1,1069,2
Well-1,1070,9
Well-1,1071,10
Well-1,1072,8
Well-1,1073,2
Well-1,1074,9
Well-1,1075,6
Well-1,1076,2
Well-1,1077,2
Well-1,1078,2
Well-1,1079,3
Well-1,1080,5
Well-1,1081,1
Well-1,1082,7
Well-1,1083,7
Well-1,1084,6
Well-1,1085,7
Well-1,1086,2
Well-1,1087,8
Well-1,1088,10
Well-1,1089,3
Well-1,1090,10
Well-1,1091,2
Well-1,1092,8
Well-1,1093,3
Well-1,1094,10
Well-1,1095,6
Well-1,1096,10
Well-1,1097,9
Well-1,1098,7
Well-1,1099,6
Well-1,1100,8
Well-1,1101,5
Well-1,1102,8
Well-1,1103,4
Well-1,1104,8
Well-1,1105,4
Well-1,1106,1
Well-1,1107,9
Well-1,1108,8
Well-1,1109,5
Well-1,1110,9
Well-1,1111,10
Well-1,1112,10
Well-1,1113,5
Well-1,1114,7
Well-1,1115,7
Well-1,1116,5
Well-1,1117,5
Well-1,1118,3
Well-1,1119,3
Well-1,1120,2
Well-1,1121,7
Well-1,1122,9
Well-1,1123,9
Well-1,1124,1
Well-1,1125,1
Well-1,1126,2
Well-1,1127,4
Well-1,1128,4
Well-1,1129,4
Well-1,1130,7
Well-1,1131,4
Well-1,1132,4
Well-1,1133,9
Well-1,1134,7
Well-1,1135,2
Well-1,1136,5
Well-1,1137,8
Well-1,1138,8
Well-1,1139,7
Well-1,1140,5
Well-1,1141,7
Well-1,1142,7
Well-1,1143,8
Well-1,1144,1
Well-1,1145,2
Well-1,1146,10
Well-1,1147,3
Well-1,1148,9
Well-1,1149,4
Well-1,1150,4
Well-1,1151,3
Well-1,1152,2
Well-1,1153,9
Well-1,1154,2
Well-1,1155,10
Well-1,1156,3
Well-1,1157,4
Well-1,1158,9
Well-1,1159,5
Well-1,1160,8
Well-1,1161,6
Well-1,1162,3
Well-1,1163,7
Well-1,1164,2
Well-1,1165,6
Well-1,1166,8
Well-1,1167,2
Well-1,1168,1
Well-1,1169,6
Well-1,1170,9
Well-1,1171,4
Well-1,1172,7
Well-1,1173,5
Well-1,1174,5
Well-1,1175,5
Well-1,1176,7
Well-1,1177,8
Well-1,1178,2
Well-1,1179,2
Well-1,1180,2
Well-1,1181,6
Well-1,1182,2
Well-1,1183,10
Well-1,1184,6
Well-1,1185,5
Well-1,1186,4
Well-1,1187,1
Well-1,1188,1
Well-1,1189,10
Well-1,1190,1
Well-1,1191,3
Well-1,1192,1
Well-1,1193,2
Well-1,1194,4
Well-1,1195,8
Well-1,1196,9
Well-1,1197,6
Well-1,1198,4
Well-1,1199,3
Well-1,1200,10
Well-1,1201,3
Well-1,1202,9
Well-1,1203,6
Well-1,1204,6
Well-1,1205,3
Well-1,1206,2
Well-1,1207,5
Well-1,1208,8
Well-1,1209,8
Well-1,1210,10
Well-1,1211,5
Well-1,1212,10
Well-1,1213,2
Well-1,1214,8
Well-1,1215,6
Well-1,1216,5
Well-1,1217,6
Well-1,1218,1
Well-1,1219,10
Well-1,1220,7
Well-1,1221,7
Well-1,1222,3
Well-1,1223,9
Well-1,1224,6
Well-1,1225,1
Well-1,1226,9
Well-1,1227,4
Well-1,1228,9
Well-1,1229,7
Well-1,1230,2
Well-1,1231,1
Well-1,1232,5
Well-1,1233,9
Well-1,1234,10
Well-1,1235,9
Well-1,1236,5
Well-1,1237,5
Well-1,1238,3
Well-1,1239,1
Well-1,1240,5
Well-1,1241,10
Well-1,1242,9
Well-1,1243,9
Well-1,1244,4
Well-1,1245,8
Well-1,1246,4
Well-1,1247,7
Well-1,1248,8
Well-1,1249,9
Well-1,1250,6
Well-1,1251,7
Well-1,1252,2
Well-1,1253,4
Well-1,1254,7
Well-1,1255,8
Well-1,1256,3
Well-1,1257,8
Well-1,1258,1
Well-1,1259,4
Well-1,1260,10
Well-1,1261,3
Well-1,1262,1
Well-1,1263,2
Well-1,1264,8
Well-1,1265,8
Well-1,1266,9
Well-1,1267,7
Well-1,1268,7
Well-1,1269,1
Well-1,1270,8
Well-1,1271,8
Well-1,1272,2
Well-1,1273,3
Well-1,1274,1
Well-1,1275,10
Well-1,1276,5
Well-1,1277,8
Well-1,1278,8
Well-1,1279,1
Well-1,1280,1
Well-1,1281,2
Well-1,1282,7
Well-1,1283,8
Well-1,1284,6
Well-1,1285,2
Well-1,1286,1
Well-1,1287,10
Well-1,1288,5
Well-1,1289,10
Well-1,1290,5
Well-1,1291,6
Well-1,1292,6
Well-1,1293,2
Well-1,1294,3
Well-1,1295,10
Well-1,1296,3
Well-1,1297,10
Well-1,1298,6
Well-1,1299,10
Well-1,1300,3
Well-1,1301,7
Well-1,1302,8
Well-1,1303,1
Well-1,1304,2
Well-1,1305,2
Well-1,1306,2
Well-1,1307,9
Well-1,1308,3
Well-1,1309,4
Well-1,1310,1
Well-1,1311,6
Well-1,1312,8
Well-1,1313,4
Well-1,1314,5
Well-1,1315,10
Well-1,1316,1
Well-1,1317,8
Well-1,1318,7
Well-1,1319,1
Well-1,1320,5
Well-1,1321,1
Well-1,1322,9
Well-1,1323,1
Well-1,1324,5
Well-1,1325,3
Well-1,1326,2
Well-1,1327,1
Well-1,1328,10
Well-1,1329,3
Well-1,1330,1
Well-1,1331,9
Well-1,1332,7
Well-1,1333,3
Well-1,1334,2
Well-1,1335,7
Well-1,1336,6
Well-1,1337,6
Well-1,1338,9
Well-1,1339,2
Well-1,1340,4
Well-1,1341,6
Well-1,1342,8
Well-1,1343,4
Well-1,1344,7
Well-1,1345,7
Well-1,1346,7
Well-1,1347,9
Well-1,1348,9
Well-1,1349,2
Well-1,1350,9
Well-1,1351,5
Well-1,1352,2
Well-1,1353,4
Well-1,1354,1
Well-1,1355,2
Well-1,1356,1
Well-1,1357,5
Well-1,1358,8
Well-1,1359,3
Well-1,1360,8
Well-1,1361,3
Well-1,1362,9
Well-1,1363,6
Well-1,1364,9
Well-1,1365,8
Well-1,1366,9
Well-1,1367,9
Well-1,1368,4
Well-1,1369,5
Well-1,1370,9
Well-1,1371,5
Well-1,1372,3
Well-1,1373,4
Well-1,1374,10
Well-1,1375,9
Well-1,1376,4
Well-1,1377,4
Well-1,1378,7
Well-1,1379,6
Well-1,1380,4
Well-1,1381,9
Well-1,1382,7
Well-1,1383,10
Well-1,1384,1
Well-1,1385,2
Well-1,1386,6
Well-1,1387,3
Well-1,1388,3
Well-1,1389,7
Well-1,1390,10
Well-1,1391,2
Well-1,1392,6
Well-1,1393,2
Well-1,1394,3
Well-1,1395,9
Well-1,1396,7
Well-1,1397,4
Well-1,1398,7
Well-1,1399,9
Well-1,1400,10
Well-1,1401,1
Well-1,1402,10
Well-1,1403,3
Well-1,1404,8
Well-1,1405,7
Well-1,1406,1
Well-1,1407,9
Well-1,1408,6
Well-1,1409,10
Well-1,1410,6
Well-1,1411,5
Well-1,1412,2
Well-1,1413,8
Well-1,1414,6
Well-1,1415,1
Well-1,1416,7
Well-1,1417,3
Well-1,1418,2
Well-1,1419,7
Well-1,1420,6
Well-1,1421,6
Well-1,1422,3
Well-1,1423,10
Well-1,1424,8
Well-1,1425,2
Well-1,1426,4
Well-1,1427,2
Well-1,1428,1
Well-1,1429,9
Well-1,1430,4
Well-1,1431,1
Well-1,1432,9
Well-1,1433,7
Well-1,1434,1
Well-1,1435,5
Well-1,1436,8
Well-1,1437,6
Well-1,1438,7
Well-1,1439,3
Well-1,1440,7
Well-1,1441,1
Well-1,1442,7
Well-1,1443,6
Well-1,1444,5
Well-1,1445,1
Well-1,1446,9
Well-1,1447,10
Well-1,1448,8
Well-1,1449,8
Well-1,1450,9
Well-1,1451,9
Well-1,1452,5
Well-1,1453,4
Well-1,1454,1
Well-1,1455,1
Well-1,1456,8
Well-1,1457,5
Well-1,1458,1
Well-1,1459,7
Well-1,1460,3
Well-1,1461,2
Well-1,1462,4
Well-1,1463,1
Well-1,1464,1
Well-1,1465,3
Well-1,1466,4
Well-1,1467,1
Well-1,1468,5
Well-1,1469,1
Well-1,1470,8
Well-1,1471,9
Well-1,1472,1
Well-1,1473,5
Well-1,1474,6
Well-1,1475,10
Well-1,1476,8
Well-1,1477,9
Well-1,1478,9
Well-1,1479,9
Well-1,1480,10
Well-1,1481,10
Well-1,1482,2
Well-1,1483,10
Well-1,1484,10
Well-1,1485,3
Well-1,1486,5
Well-1,1487,6
Well-1,1488,10
Well-1,1489,8
Well-1,1490,8
Well-1,1491,9
Well-1,1492,8
Well-1,1493,1
Well-1,1494,10
Well-1,1495,3
Well-1,1496,3
